"title","year","mid","rating","num_ratings",Execution Time
"10,000 BC",2008,58293,"3",91145,136 msec
"Little Man Tate",1991,4787,"3.2",2824
"Little Men",1997,1877,"3.5",85
"Little Miss Marker",1934,30994,NULL,NULL
"Little Miss Sunshine",2006,46578,"4",163418
"Little Monsters",1989,4619,"0",0
"Little Murders",1971,8238,"3.7",356
"Little Nemo: Adventures in Slumberland",1989,2800,"0",0
"Little Nicky",2000,3979,"3.1",32660
"Little Nikita",1988,4521,"3.1",1024
"Little Odessa",1994,268,"3.5",985
"Little Voice",1998,2390,"3.4",2979
"Little Women",1994,261,"0",0
"Live and Let Die",1973,2991,"3.3",13025
"Live Forever",2003,8663,"0",0
"Live Free or Die Hard",2007,53972,"3.9",1145097
"Live Nude Girls",1995,467,"3.2",368
"Live Nude Girls Unite!",2000,6680,"3.8",355
"Live Wire",1992,6417,"0",0
"Living in Oblivion",1995,176,"3.8",1878
"Living Out Loud",1998,2331,"3.4",845
"Loaded",2008,614,"0",0
"Loaded Weapon 1",1993,3208,"2.8",4689
"Local Hero",1983,1238,"4.1",2127
"Lo chiamavano Trinità...",1970,26249,"3.7",1690
"Lockdown",2000,6164,NULL,NULL
"Lock, Stock and Two Smoking Barrels",1998,2542,"4",81696
"Lock Up",1989,4620,"0",0
"L'oeil de Vichy",1993,683,"0",0
"Logan's Run",1976,2528,"3.3",9250
"Loggerheads",2005,39402,"2.8",4784
"Loin",2001,6675,"0",0
"Lola",1981,50898,"3.9",529
"Lola Montès",1955,8143,"3.8",488
"Lola rennt",1998,2692,"3.8",33702
"Lolita",1962,2729,"3.7",11593
"London",2005,43908,"2.9",7900
"Lonely Are the Brave",1962,3737,"0",0
"Lonely Hearts",2006,50858,"3.2",4965
"""Lonesome Dove""",1989,26649,NULL,NULL
"Lonesome Jim",2005,40887,"2.9",12480
"Lone Star State of Mind",2002,800,"0",0
"Lone Wolf McQuade",1983,4950,"3.4",1315
"Long Day's Journey Into Night",1962,8650,"3.9",807
"Longford",2006,56744,"0",0
"Long Night's Journey Into Day",2000,4171,"4",115
"Longtime Companion",1989,4216,"3.9",741
"Long xiao ye",1982,6095,"0",0
"Long xiong hu di",1987,2880,"0",0
"Look Back in Anger",1959,62153,"0",0
"Look Both Ways",2005,41721,"3.5",2027
"Looker",1981,5764,"3.2",1109
"Looking for Comedy in the Muslim World",2005,42740,"2.5",4171
"Looking for Mr. Goodbar",1977,7095,"0",0
"Looking for Richard",1996,1050,"3.6",1885
"Look Who's Talking",1989,4621,"2.9",13369
"Look Who's Talking Now",1993,5452,"2.5",9093
"Look Who's Talking Too",1990,7701,"2.6",9775
"Looney, Looney, Looney Bugs Bunny Movie",1981,5765,"0",0
"Looney Tunes: Back in Action",2003,6946,"2.7",8974
"Loose Cannons",1990,6560,"2.6",545
"Lord Jim",1965,8852,"3.3",613
"Lord Love a Duck",1966,7182,"0",0
"Lord of Illusions",1995,177,"3",2344
"Lord of the Flies",1990,4951,"3.1",6608
"Lord of War",2005,36529,"3.6",51125
"Lords of Dogtown",2005,33672,"3.6",15495
"Lorenzo's Oil",1992,7009,"3.5",2829
"Los amantes del Círculo Polar",1998,2585,"4.3",3613
"Lo sbarco di Anzio",1968,4924,"3.1",972
"Lo sceicco bianco",1952,6404,"3.6",726
"Loser",2000,1107,"2.6",5745
"Losing Chase",1996,1531,"0",0
"Losing Isaiah",1995,271,"3.6",2364
"Losin' It",1983,4204,"2.7",1511
"Los lunes al sol",2002,6571,"3.9",1360
"Los olvidados",1950,25963,"4.4",1531
"Lo squartatore di New York",1982,6132,"0",0
"Lost and Delirious",2001,4389,"3.8",3998
"Lost Boys: The Tribe",2008,62788,"0",0
"Lost & Found",1999,2597,"2.5",1416
"Lost Highway",1997,1464,"3.9",17451
"Lost Horizon",1937,944,"0",0
"Lost in America",1985,4276,"3.5",869
"Lost in La Mancha",2002,6062,"3.6",5216
"Lost in Space",1998,1831,"2.5",8293
"Lost in Translation",2003,6711,"3.6",84187
"Lost in Yonkers",1993,5453,"3.4",491
"Lost Souls",2000,3956,"2.6",2140
"loudQUIETloud: A Film About the Pixies",2006,51127,"3.8",484
"Louisiana Story",1948,25942,"3.4",214
"L'ours",1988,3412,"3.6",2107
"Love Actually",2003,6942,"3.1",191514
"Love Affair",1994,6837,"3.5",1260
"Love and a .45",1994,600,"0",0
"Love and a Bullet",2002,6045,"0",0
"Love and Death",1975,3814,"4",4797
"Love and Death on Long Island",1997,1794,"3.2",643
"Love and Other Catastrophes",1996,1493,"3.8",270
"Love and Other Disasters",2006,55190,"3.4",3576
"Love & Basketball",2000,3554,"3.9",41056
"Love Don't Cost a Thing",2003,7148,"3.1",6106
"Love, etc.",1996,2576,"3.2",217
"Love Field",1992,4060,"3.2",596
"Love Finds Andy Hardy",1938,8384,"0",0
"Love Happy",1949,8734,"0",0
"Love, Honour and Obey",2000,5987,"4.1",2113
"Love & Human Remains",1993,178,"0",0
"Love in the Afternoon",1957,937,"3.8",2060
"Love in the Time of Cholera",2007,56001,"3.2",20459
"Love in the Time of Money",2002,5807,"3",203
"Love Is All There Is",1996,1045,"0",0
"Love Is a Many-Splendored Thing",1955,3414,NULL,NULL
"Love Is the Devil: Study for a Portrait of Francis Bacon",1998,2304,"0",0
"Love Jones",1997,1477,"4.2",4854
"Love Liza",2002,6002,"3.7",1656
"Lovely & Amazing",2001,5450,"3.4",1223
"Love Me Tender",1956,5550,"0",0
"Love Potion No. 9",1992,4317,"0",0
"Loverboy",2005,4622,"2.7",12704
"Lover Come Back",1961,8385,"0",0
"Lovers and Other Strangers",1970,8757,"3.4",328
"Love Serenade",1996,1585,"3.6",297
"Love & Sex",2000,3885,NULL,NULL
"Love's Labour's Lost",2000,3719,"3.1",949
"Love Stinks",1999,2809,"3.2",1225
"Love Story",1970,4296,"3.5",10498
"Love the Hard Way",2001,6384,"3.6",697
"Love! Valour! Compassion!",1997,1535,"3.6",899
"Lucas",1986,3480,"3.3",2546
"L'uccello dalle piume di cristallo",1970,41014,"3.7",1755
"Lucía y el sexo",2001,5477,"3.9",6145
"Luci del varietà",1950,61279,"3.6",271
"Lucie Aubrac",1997,2833,"3.6",169
"Lucky Break",2001,5285,"3.2",389
"Lucky Number Slevin",2006,3975,"0",0
"Lucky You",2007,52724,"2.8",26515
"L'ultimo bacio",2001,5503,"3.8",2248
"Lulu on the Bridge",1998,2873,"0",0
"Luminarias",2000,5176,"3.1",147
"Lumumba",2000,4384,"3.9",339
"Luna Papa",1999,8454,"0",0
"L'uomo delle stelle",1995,124,"3.7",543
"L'uomo puma",1980,5700,NULL,NULL
"Lured",1947,3656,"0",0
"Luster",2002,6712,"2.9",329
"Lust for Life",1956,8153,"0",0
"Lust och fägring stor",1995,666,"0",0
"Luther",2003,6768,"3.7",2529
"M",1931,1260,"4.3",9191
"Maboroshi no hikari",1995,7574,"4",530
"Mac and Me",1988,7401,"2.7",2264
"Macao",1952,1070,"3.4",169
"MacArthur",1977,4917,"0",0
"Macchie solari",1975,3485,"0",0
"Machuca",2004,27843,"4.1",1842
"Mackenna's Gold",1969,3806,"0",0
"Mad About Mambo",2000,3829,"3.1",674
"Madadayo",1993,4176,"3.9",918
"Madagascar",2005,33615,"3.4",131512
"Madagascar: Escape 2 Africa",2008,62999,"3.7",89627
"Madagascar Skin",1995,983,"3.5",295
"Madame Bovary",1991,5838,"3.3",531
"Madame Curie",1943,43710,"0",0
"Madame de...",1953,32525,"4.3",591
"Madame Satã",2002,6540,"3.7",461
"Madame Sousatzka",1988,3496,"3.5",120
"Mad City",1997,1667,"2.9",2188
"Mad Dog and Glory",1993,7354,"3",2359
"Mad Dog Time",1996,1313,"2.9",429
"Made",2001,4452,"3.3",3264
"Madea Goes to Jail",2009,5907,"3.8",153294
"Madea's Family Reunion",2006,43923,"3.7",23761
"Made for Each Other",1939,6513,"0",0
"Made in America",1993,489,"2.5",4179
"Made in Heaven",1987,4129,"0",0
"Madeline",1998,1919,"2.6",3549
"Made of Honor",2008,59333,"3.4",79802
"Mad Hot Ballroom",2005,33639,"3.8",2138
"Madhouse",2004,7103,"0",0
"Mad Love",1995,179,"0",0
"Mad Max",1979,3702,"3.4",17975
"Mad Max 2",1981,3703,"3.5",18318
"Mad Max Beyond Thunderdome",1985,3704,"3.1",11185
"Mad Money",2008,57370,"3.2",45502
"Madonna: Truth or Dare",1991,1191,"3.2",2102
"Maelström",2000,5071,"4",14
"Ma femme est une actrice",2001,5466,"3.4",747
"Magic",1978,44911,"3.2",1627
"Magicians",2007,62378,"0",0
"Magic in the Water",1995,31447,"3.3",642
"Magnolia",1999,3160,"3.7",39673
"Magnum Force",1973,3682,"0",0
"Maid in Manhattan",2002,5943,"2.9",39640
"Maid to Order",1987,4130,"2.8",763
"Mail Order Wife",2004,6931,"3.5",426
"Majo no takkyûbin",1989,26662,"0",0
"Major Dundee",1965,26142,"3.3",808
"Major League",1989,4623,"3.3",13020
"Major League: Back to the Minors",1998,1863,"2.6",1952
"Major League II",1994,26870,"2.8",4428
"Major Movie Star",2008,8398,"0",0
"Major Payne",1995,267,"2.9",8555
"Make Mine Music",1946,3775,"3.1",777
"Making Love",1982,6096,"3.4",534
"Making Mr. Right",1987,4131,"2.8",480
"Making the Grade",1984,4860,"0",0
"Malcolm X",1992,3246,"3.8",11524
"Male and Female",1919,2821,"0",0
"Malèna",2000,3992,"3.9",7433
"Malibu's Most Wanted",2003,6298,"2.6",6955
"Malice",1993,490,"3",2429
"Mallrats",1995,180,"3.6",40221
"Mambo italiano",2003,6769,"3.3",1531
"Mamma Mia!",2008,60397,"3.8",126612
"Mamma Roma",1962,8739,"0",0
"Man cheng jin dai huang jin jia",2006,50005,"3.5",17358
"Manderlay",2005,39869,"3.6",3901
"Mangiati vivi!",1980,5201,"0",0
"Manhattan",1979,1244,"4.1",14496
"Manhattan Baby",1982,6097,"0",0
"Manhattan Melodrama",1934,65091,"3.7",344
"Manhattan Murder Mystery",1993,492,"3.7",4405
"Manhunter",1986,4210,"3.5",13592
"Maniac",1980,4752,"0",0
"Manic",2001,6329,NULL,NULL
"Manito",2002,6490,"3.5",124
"Mannequin",1987,4132,NULL,NULL
"Manny & Lo",1996,862,"3.4",477
"Man of Aran",1934,6453,"3.6",320
"Man of Her Dreams",1997,1710,"0",0
"Man of La Mancha",1972,8651,"0",0
"Man of the Century",1999,2999,"3.7",246
"Man of the House",2005,31867,"3.1",10877
"Man of the West",1958,36056,"0",0
"Man of the Year",2006,137,"3",29127
"Manon des sources",1986,1132,"4.2",2871
"Man on Fire",2004,6683,"3.9",67139
"Man on the Moon",1999,3174,"3.3",15027
"Man on Wire",2008,60766,"4",10237
"Man's Best Friend",1993,6631,NULL,NULL
"Man's Favorite Sport?",1964,6522,"3.5",622
"Mansfield Park",1999,3079,"3.6",6288
"Man Trouble",1992,31083,"2.6",637
"Manufacturing Consent: Noam Chomsky and the Media",1992,8582,"0",0
"Ma nuit chez Maud",1969,26208,"4.1",2027
"Map of the Human Heart",1993,8710,"3.7",666
"Mar adentro",2004,27803,"4.1",10334
"Maradona by Kusturica",2008,61742,"0",0
"Marathon Man",1976,3551,"3.6",4534
"Marat/Sade",1967,4708,NULL,NULL
"Marcelino pan y vino",1955,8685,"0",0
"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1997,2776,"3",175
"Marci X",2003,6685,"2.3",826
"Margaret Cho: Assassin",2005,36523,"3.3",467
"Margaret's Museum",1995,114,"3.7",500
"Margot at the Wedding",2007,56274,"2.8",9682
"Maria Full of Grace",2004,8645,"3.8",9542
"Maria's Lovers",1984,5031,"0",0
"Marie Antoinette",2006,45880,"3",59278
"Marion Bridge",2002,6292,"3.3",388
"Marjoe",1972,62198,"3.9",94
"Marjorie Morningstar",1958,8009,"0",0
"Marked for Death",1990,1382,"0",0
"Marked Woman",1937,46258,"0",0
"Marlene Dietrich: Shadow and Light",1996,769,NULL,NULL
"Marnie",1964,2181,"0",0
"Marooned",1969,7239,"3",377
"Marquis de Sade: Justine",1969,6960,"0",0
"Married Life",2007,58494,"3",3205
"Married to It",1991,6309,"2.9",355
"Married to the Mob",1988,2247,"0",0
"Mars Attacks!",1996,1391,"2.8",24991
"Martha - Meet Frank, Daniel and Laurence",1998,2834,"3.3",1423
"Martian Child",2007,55732,"3.7",48559
"Martin Lawrence Live: Runteldat",2002,5513,"3.8",23
"Martyrs",2008,62203,"3.6",4312
"Marvin's Room",1996,1399,"3.2",4558
"Maryam",2002,5133,"3.8",36
"Mary of Scotland",1936,7052,"0",0
"Mary Poppins",1964,1028,"3.5",44140
"Mary Reilly",1996,92,"2.8",3733
"Ma saison préférée",1993,621,"0",0
"Mascara",1987,2619,"0",0
"Masculin féminin: 15 faits précis",1966,31930,NULL,NULL
"MASH",1970,5060,"3.7",10200
"Masked and Anonymous",2003,6563,"3",954
"Masquerade",1988,4522,"3.1",407
"Mass Appeal",1984,2397,"0",0
"Master and Commander: The Far Side of the World",2003,6947,"3.3",17643
"Masters of the Universe",1987,4133,"2.6",7837
"Matador",1986,41716,"3.7",5436
"Matango",1963,32395,"0",0
"Match Point",2005,41285,"3.4",41276
"Matchstick Men",2003,6708,"3.3",14261
"Material Girls",2006,47516,"3",80733
"Matewan",1987,3090,"0",0
"Matilda",1996,837,"3.1",24214
"Matinee",1993,7730,"2.9",970
"Matti",2006,43391,"2.7",533
"Maurice",1987,3094,"3.9",2148
"Mauvais sang",1986,60336,"0",0
"Mávahlátur",2001,32333,"3.4",199
"Maverick",1994,368,"3.2",11507
"Ma vie en rose",1997,1734,"4.1",3051
"Max",2002,5993,"3.3",1412
"Max Dugan Returns",1983,3497,"3.3",492
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,8631,"3.1",68987
"Maximum Overdrive",1986,2119,"0",0
"Maximum Risk",1996,990,"2.8",2236
"Max Keeble's Big Move",2001,4822,"2.7",2400
"Max Payne",2008,62394,"2.9",48802
"May",2002,6063,"3.5",5807
"Maya Lin: A Strong Clear Vision",1994,759,"3.8",180
"Maybe Baby",2000,4740,"3.1",1495
"Mayerling",1968,7808,"3",76
"Mayor of the Sunset Strip",2003,8587,"3.5",553
"Maze",2000,4892,NULL,NULL
"M. Butterfly",1993,488,"0",0
"MC5*: A True Testimonial",2002,7447,"4.5",88
"McCabe & Mrs. Miller",1971,3093,"4",2372
"McHale's Navy",1997,1445,"2.6",1386
"McLintock!",1963,26101,"0",0
"Mean Creek",2004,27838,"3.6",5554
"Me and You and Everyone We Know",2005,33880,"3.9",12252
"Mean Girls",2004,7451,"3",245101
"Mean Machine",2001,5134,"3.5",6547
"Mean Streets",1973,8042,"3.8",15074
"Meatballs",1979,3040,"3",3676
"Meatballs 4",1992,3043,"0",0
"Meatballs III: Summer Job",1986,3042,"0",0
"Meatballs Part II",1984,3041,"0",0
"Medicine Man",1992,2822,"2.9",3697
"Mediterraneo",1991,1184,"4.1",1443
"Medium Cool",1969,5000,"3.7",656
"Meduzot",2007,58381,"3.8",942
"Meet Dave",2008,60516,"3",22234
"Meet Joe Black",1998,2340,"3.4",38972
"Meet John Doe",1941,973,"0",0
"Meet Me in St. Louis",1944,918,"3.8",7067
"Meet the Applegates",1990,8425,"0",0
"Meet the Deedles",1998,1822,"2.6",1774
"Meet the Feebles",1990,4624,"3.5",3519
"Meet the Fockers",2004,30825,"3.5",187397
"Meet the Parents",2000,3948,"3.6",119331
"Meet the Robinsons",2007,52287,"3.5",80580
"Meet the Spartans",2008,57532,"2.4",69166
"Meet Wally Sparks",1997,1439,"2.6",586
"Megaforce",1982,6099,"0",0
"Megamind",2010,8241,"0",0
"Megiddo: The Omega Code 2",2001,4781,"3.1",612
"Mein liebster Feind - Klaus Kinski",1999,3002,"4",1638
"Me & Isaac Newton",1999,6661,"3.2",135
"Melinda and Melinda",2004,32291,"3.1",2565
"Mélodie en sous-sol",1963,3369,"0",0
"Melody Time",1948,3776,"3.2",896
"Melvin and Howard",1980,2988,"3.4",453
"Melvin Goes to Dinner",2003,7199,"3.6",651
"Memento",2000,4226,"4",103567
"Memoirs of a Geisha",2005,41571,"3.7",71263
"Memoirs of an Invisible Man",1992,6734,"2.6",2632
"Memories of Me",1988,6310,"2.9",313
"Memphis Belle",1990,8493,"3.4",3799
"Me, Myself & Irene",2000,3752,"3.1",39953
"Menace II Society",1993,493,"3.8",14420
"Men at Work",1990,5438,"2.7",3778
"Men Don't Leave",1990,2250,"3.4",202
"Meng long guo jiang",1972,4444,"0",0
"Men in Black",1997,1580,"3.5",73637
"Men in Black II",2002,5459,"3.1",54446
"Men of Honor",2000,3980,"3.6",13217
"Men of Means",1999,1740,NULL,NULL
"Men of Respect",1990,6901,"3.1",107
"Men with Brooms",2002,5829,"3.1",1241
"Men with Guns",1997,1788,"3.9",476
"Mephisto",1981,2075,"3.9",757
"Merci pour le chocolat",2000,5517,"3.5",668
"Mercury Rising",1998,1833,"3",7388
"Mermaids",1990,4205,"3",6806
"Merry Christmas Mr. Lawrence",1983,26476,"3.9",1571
"Message in a Bottle",1999,2497,"3.2",17649
"Message to Love: The Isle of Wight Festival",1997,1420,"0",0
"Messenger of Death",1988,6175,"0",0
"Metal: A Headbanger's Journey",2005,46347,"4.1",3059
"Metallica: Some Kind of Monster",2004,27873,"3.7",5021
"Metalstorm: The Destruction of Jared-Syn",1983,7133,"0",0
"Meteor",1979,2526,"0",0
"Métisse",1993,582,"0",0
"Metro",1997,1432,"2.6",2757
"Metroland",1997,2577,"3.3",1014
"Metropolis",1927,5072,"4.1",17640
"Metropolitan",1990,1966,"3.9",1143
"Me Without You",2001,5461,"3.8",1522
"Mia aioniotita kai mia mera",1998,2673,"4.3",1029
"Miami Blues",1990,5968,"3",889
"Miami Rhapsody",1995,278,"2.6",766
"Miami Vice",2006,47044,"2.8",55637
"Mi Casa, Su Casa",2003,6489,"2.7",164
"Michael Clayton",2007,55276,"3.6",123924
"Michael Collins",1996,991,"3.6",4673
"Michael Jordan to the Max",2000,4453,"3.8",753
"Mickey Blue Eyes",1999,2805,"2.7",6320
"Micki + Maude",1984,7220,"2.9",446
"Microcosmos: Le peuple de l'herbe",1996,1111,"4",1418
"Midnight Cowboy",1969,5393,"3.9",8994
"Midnight Express",1978,3498,"0",0
"Midnight in the Garden of Good and Evil",1997,1711,"3.3",7144
"Midnight Madness",1980,4335,"3.6",703
"Midnight Movie",2008,7578,"0",0
"Midnight Run",1988,3104,"3.6",5155
"Midway",1976,4916,"3.6",1581
"Mies vailla menneisyyttä",2002,6286,"4",2471
"Mifunes sidste sang",1999,3320,"3.8",534
"Mighty Aphrodite",1995,52,"3.3",4866
"Mighty Joe Young",1998,2429,"2.8",10755
"Mighty Morphin Power Rangers: The Movie",1995,181,"2.7",5904
"Mike's Murder",1984,2945,"0",0
"Mikey and Nicky",1976,31107,"0",0
"Mildred Pierce",1945,2612,"4.1",2165
"Milk",2008,6050,"3.9",55245
"Milk and Honey",2003,32294,NULL,NULL
"Milk Money",1994,276,"2.7",2126
"Millennium",1996,4625,NULL,NULL
"Miller's Crossing",1990,1245,"4",14665
"Million Dollar Baby",2004,30707,"3.8",64852
"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor",2003,7441,"3.2",105
"Mimic",1997,1603,"2.7",5478
"Mimi wo sumaseba",1995,26903,"0",0
"Mina Tannenbaum",1994,1163,"0",0
"Mindhunters",2004,8369,"3.2",6070
"Mindwalk",1990,7002,"0",0
"Ministry of Fear",1944,25904,"0",0
"Minnie and Moskowitz",1971,3283,"0",0
"Minority Report",2002,5445,"3.4",69660
"Mio fratello è figlio unico",2007,59912,"3.8",1781
"Miracle",2004,7263,"3.7",11958
"Miracle at St. Anna",2008,61991,"3.3",8435
"Miracle Mile",1988,4626,"3.5",1088
"Miracle on 34th Street",1947,277,"3.5",5409
"Mirage",1965,401,"0",0
"MirrorMask",2005,37857,"3.6",20173
"Mirrors",2008,61262,"3.2",31437
"Mis",1981,5767,"0",0
"Mischief",1985,33188,"0",0
"Misery",1990,3499,"3.6",18885
"Mishima: A Life in Four Chapters",1985,26550,"4.2",932
"Miss Congeniality",2000,4025,"3.2",63572
"Miss Congeniality 2: Armed & Fabulous",2005,32296,"3",34010
"Miss Firecracker",1989,4627,"3.2",403
"Missing in Action 2: The Beginning",1985,3767,"0",0
"Mission: Impossible",1996,3623,"3.3",46104
"Mission: Impossible III",2006,648,"3.3",86328
"Mission to Mars",2000,3354,"0",0
"Mission to Mir",1997,4861,"0",0
"Mississippi Burning",1988,4326,"3.7",6011
"Mississippi Masala",1991,6466,"3.4",1551
"Miss Julie",1999,3116,"3.2",300
"Miss March",2009,8397,"2.7",39534
"Miss Pettigrew Lives for a Day",2008,58490,"3.5",21923
"Miss Potter",2006,50160,"3.2",35425
"Mister Lonely",2007,59339,"3.4",2212
"Mister Roberts",1955,3035,"0",0
"Mitchell",1975,8290,"0",0
"Mitt liv som hund",1985,1300,"4.1",2751
"Mi vida loca",1993,269,"3.9",2251
"Mixed Nuts",1994,275,"2.9",2410
"Miyamoto Musashi",1954,25995,"0",0
"Miyamoto Musashi kanketsuhen: kettô Ganryûjima",1956,26012,"0",0
"Mo' Better Blues",1990,3425,"0",0
"Mobsters",1991,6860,"3.1",2921
"Moby Dick",1998,4429,"0",0
"Mockingbird Don't Sing",2001,27436,"0",0
"Modern Problems",1981,5768,"0",0
"Modern Romance",1981,5769,"3.6",466
"Modern Times",1936,5641,"4.2",9563
"Modesty Blaise",1966,5495,"0",0
"Mogambo",1953,7822,"0",0
"Môjû tai Issunbôshi",2001,7110,NULL,NULL
"Molière",2007,54621,"3.7",6884
"Moll Flanders",1996,650,"3.5",855
"Mom and Dad Save the World",1992,49110,"0",0
"Moment by Moment",1978,8452,"0",0
"Mommie Dearest",1981,2639,"3.6",3417
"Mo' Money",1992,5454,"2.9",1450
"Mona Lisa Smile",2003,2349,"3.1",23577
"Money for Nothing",1993,7229,"2.8",839
"Money Talks",1997,1604,NULL,NULL
"Money Train",1995,20,"2.7",5263
"Mongol",2007,58306,"3.7",11134
"Monkeybone",2001,4158,"2.3",5059
"Monkey Business",1931,5397,"0",0
"Monkey Shines",1988,2900,"2.9",1393
"Monkey Trouble",1994,5591,"2.5",2170
"Mon meilleur ami",2006,54328,"3.5",5539
"Mon oncle",1958,7206,"4.2",2439
"Mon oncle Antoine",1971,26251,"0",0
"Mon oncle d'Amérique",1980,5202,"3.9",640
"Mononoke-hime",1997,3000,"4.1",44616
"Mon père, ce héros.",1991,6319,"0",0
"Monsieur Hire",1989,26663,"3.9",441
"Monsieur Ibrahim et les fleurs du Coran",2003,7299,"3.9",1791
"Monsieur Verdoux",1947,3632,"4",1388
"Monsignor",1982,6103,"2.1",20
"Monsoon Wedding",2001,5135,"3.8",5868
"Monster",2003,7160,"3.5",17719
"Monster House",2006,46948,"3.2",42058
"Monster in a Box",1992,7620,"4.2",127
"Monster-in-Law",2005,33499,"3.2",50840
"Monster in the Closet",1986,5592,"0",0
"Monster's Ball",2001,5015,"3.3",12025
"Monsters, Inc.",2001,4886,"3.8",150109
"Montenegro",1981,4793,"3.6",259
"Monterey Pop",1968,7979,"4.1",573
"Monty Python and the Holy Grail",1975,1136,"4.1",94032
"Monty Python Live at the Hollywood Bowl",1982,6104,"0",0
"Monty Python's Flying Circus",1969,3306,NULL,NULL
"Moolaadé",2004,31359,"0",0
"Moonlight",2007,6105,NULL,NULL
"Moonlight and Valentino",1995,182,"3.1",978
"Moonlight Mile",2002,5625,"3.4",3000
"Moon Over Parador",1988,4524,"2.9",529
"Moonraker",1979,3638,"3",10343
"Moonstruck",1987,3072,"3.4",7943
"More",1969,26211,"3.7",386
"More",1998,4454,"0",0
"More American Graffiti",1979,6821,"0",0
"Morgan: A Suitable Case for Treatment",1966,4984,"0",0
"Morgan Stewart's Coming Home",1987,4137,"0",0
"Morituri",1965,8686,"0",0
"Morons from Outer Space",1985,4952,"0",0
"Mortal Kombat",1995,44,"2.8",18291
"Mortal Kombat: Annihilation",1997,1681,"2.5",12426
"Mortal Thoughts",1991,2267,"2.9",1404
"Morte a Venezia",1971,6684,"4",1986
"Morvern Callar",2002,5951,"3.6",1321
"Moscow on the Hudson",1984,4971,"3",1498
"Moskva slezam ne verit",1980,4788,"0",0
"Mosura tai Gojira",1964,5638,"0",0
"Motel Hell",1980,5205,"3.1",1573
"Mother, Jugs & Speed",1976,7391,"0",0
"Mother Lode",1982,6106,"0",0
"Mother Night",1996,893,"3.6",706
"Mother's Day",1980,5206,"0",0
"Motorama",1991,5018,"0",0
"Mouchette",1967,44657,"4.2",975
"Mou gaan dou",2002,7981,"4.2",19748
"Moulin Rouge!",2001,8731,"3.7",110817
"Mountains of the Moon",1990,5358,"3.7",432
"Mousehunt",1997,1713,"2.8",9269
"Movie Crazy",1932,6395,"0",0
"Movie Critters' Big Picture",2003,4570,NULL,NULL
"Movie Macabre",1981,4358,NULL,NULL
"Moving",1988,4525,"0",0
"Moving McAllister",2007,60618,"2.8",1079
"Mozart and the Whale",2005,41769,"3.8",3940
"Mr 3000",2004,8864,"2.6",2928
"Mr. Accident",2000,4013,"0",0
"Mr. Arkadin",1955,26002,"3.9",707
"Mr. Baseball",1992,6523,"2.7",1578
"Mr. Bean's Holiday",2007,52694,"2.9",95541
"Mr. Blandings Builds His Dream House",1948,8711,"0",0
"Mr. Brooks",2007,53129,"3.6",270348
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,3182,"3.8",935
"Mr. Deeds",2002,5449,"3.3",69840
"Mr. Deeds Goes to Town",1936,25827,"0",0
"Mr. Destiny",1990,7012,"3",1673
"Mr. Hobbs Takes a Vacation",1962,6980,"0",0
"Mr. Holland's Opus",1995,62,"3.5",9569
"Mr. Jealousy",1997,1906,"3.3",437
"Mr. Jones",1993,498,"3",1067
"Mr. Klein",1976,8664,"0",0
"Mr. Magoo",1997,1731,"2.3",2618
"Mr. Magorium's Wonder Emporium",2007,55999,"3.1",57793
"Mr. Majestyk",1974,6176,"0",0
"Mr. Mom",1983,3591,"3",3176
"Mr. & Mrs. Bridge",1990,6419,"3.1",465
"Mr. & Mrs. Smith",2005,2205,"3.4",230941
"Mr. Nanny",1993,26828,"2.3",4808
"Mr. North",1988,6205,"2.8",95
"Mr. Sardonicus",1961,5262,"0",0
"Mr. Saturday Night",1992,3500,"0",0
"Mrs Brown",1997,1643,"3.7",2021
"Mrs Dalloway",1997,1684,"3.3",497
"Mrs. Doubtfire",1993,500,"3.4",61130
"Mrs Henderson Presents",2005,42018,"3.3",11358
"Mr. Skeffington",1944,25906,"0",0
"Mrs. Miniver",1942,1936,"3.9",1307
"Mr. Smith Goes to Washington",1939,954,"3.6",869
"Mrs Palfrey at The Claremont",2005,47148,"3.8",1500
"Mrs. Parker and the Vicious Circle",1994,369,"3.5",634
"Mrs. Soffel",1984,5061,"3.1",791
"Mrs. Winterbourne",1996,691,"3.1",2892
"Mr. Wonderful",1993,499,"3.1",870
"Mr. Woodcock",2007,55241,"2.8",78350
"Mr. Wrong",1996,102,"2.4",1544
"Ms. 45",1981,5770,"0",0
"Mua he chieu thang dung",2000,4391,"4",746
"Much Ado About Nothing",1993,497,"3.6",9764
"Much Ado About Something",2001,64427,NULL,NULL
"Muertos de risa",1999,8421,"0",0
"Mùi du du xanh - L'odeur de la papaye verte",1993,7745,"4",1483
"Mujeres al borde de un ataque de nervios",1988,1518,"4",6254
"Mulan",1998,1907,"3.4",52938
"Mulholland Dr.",2001,4848,"3.7",36399
"Mulholland Falls",1996,707,"2.9",1519
"Multiplicity",1996,719,"2.7",4648
"Mumford",1999,2883,"3.2",1155
"Munich",2005,41997,"3.6",47552
"Muppets from Space",1999,2709,"3",4740
"Muppet Treasure Island",1996,107,"3.2",8588
